row_id,split,case_family_id,scenario_family,message,current_state,has_active_task,active_intent,active_domain,pending_slot,suspended_task_count,control_result,slot_match,slot_match_type,slot_value_type,explicit_switch_signal,has_business_object,setfit_top1_label,setfit_top1_score,setfit_top2_label,setfit_top2_score,setfit_margin,setfit_low_conf,setfit_ambiguous,llm_review_expected,target_decision,target_intent,target_domain,target_risk_level,target_priority,feature_source,sample_weight,notes
11170,test,OOS_UNKNOWN:64134,OOS_UNKNOWN,帮我写一首诗,COLLECTING,True,PAYMENT.INVOICE,PAYMENT,customer_phone_or_order_id,0,NONE,False,NONE,NONE,False,False,META.UNKNOWN,0.3525,PROMOTION.ACTIVITY,0.2605,0.092,True,True,True,ASK_CLARIFICATION,,,,,SYNTHETIC_SIMULATED,1.0,有 active_task 但无续接证据时不得污染槽位
11171,train,COLLECTING_SLOT_PHRASED:33911,COLLECTING_SLOT_PHRASED,我的订单号是13800138000,COLLECTING,True,AFTERSALE.RETURN,AFTERSALE,customer_phone_or_order_id,0,NONE,True,EXPLICIT_SLOT_NAME,ORDER_ID_OR_PHONE,False,True,ORDER.QUERY_STATUS,0.8567,AFTERSALE.RETURN,0.2827,0.574,False,False,False,CONTINUE_CURRENT,AFTERSALE.RETURN,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
11172,train,IDLE_CLEAR_INTENT:82170,IDLE_CLEAR_INTENT,想咨询一下申请退款,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,AFTERSALE.REFUND,0.7912,AFTERSALE.RETURN,0.181,0.6102,False,False,False,ACCEPT_NEW_INTENT,AFTERSALE.REFUND,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,
11173,train,ORDER_CANCEL_WITH_OBJECT:09035,ORDER_CANCEL_WITH_OBJECT,帮我取消这单,IDLE,True,AFTERSALE.REFUND,AFTERSALE,customer_phone_or_order_id,0,RULE_KEYWORD,False,NONE,NONE,False,True,ORDER.CANCEL,0.8588,META.ABORT,0.0324,0.8264,False,False,False,ACCEPT_NEW_INTENT,ORDER.CANCEL,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,带订单宾语时不能判 META.ABORT
11174,train,COLLECTING_SWITCH_IMPLICIT:08328,COLLECTING_SWITCH_IMPLICIT,这个处理让我很不满意,COLLECTING,True,META.BOT_IDENTITY,META,customer_phone_or_order_id,2,NONE,False,NONE,NONE,False,True,AFTERSALE.COMPLAIN,0.9336,META.BOT_IDENTITY,0.1175,0.8161,False,False,False,SWITCH_NEW,AFTERSALE.COMPLAIN,AFTERSALE,L2,60,SYNTHETIC_SIMULATED,1.5,任务进行态隐式切换应使用更严格分数与 margin
11175,validation,AMBIGUOUS_PAIR:73827,AMBIGUOUS_PAIR,发票怎么开,COLLECTING,True,AFTERSALE.REFUND,AFTERSALE,customer_phone_or_order_id,0,NONE,False,NONE,NONE,False,True,FAQ.GENERAL,0.744,PAYMENT.INVOICE,0.7085,0.0355,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
11176,train,COLLECTING_SWITCH_IMPLICIT:18110,COLLECTING_SWITCH_IMPLICIT,快递走到哪一步了,COLLECTING,True,AFTERSALE.REFUND,AFTERSALE,customer_phone_or_order_id,0,NONE,False,NONE,NONE,False,True,LOGISTICS.TRACK,0.9268,AFTERSALE.REFUND,0.1746,0.7522,False,False,False,SWITCH_NEW,LOGISTICS.TRACK,LOGISTICS,L1,70,SYNTHETIC_SIMULATED,1.5,任务进行态隐式切换应使用更严格分数与 margin
11177,train,CONFIRMING_CONFIRM:86838,CONFIRMING_CONFIRM,对,CONFIRMING,True,ORDER.CANCEL,ORDER,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,ORDER.CANCEL,0.4541,META.ABORT,0.3695,0.0846,True,True,False,CONFIRM_CURRENT,ORDER.CANCEL,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
11178,train,COLLECTING_SWITCH_IMPLICIT:01474,COLLECTING_SWITCH_IMPLICIT,这个坏了换新,COLLECTING,True,ORDER.QUERY_STATUS,ORDER,customer_phone_or_order_id,0,NONE,False,NONE,NONE,False,True,AFTERSALE.EXCHANGE,0.6971,ORDER.QUERY_STATUS,0.6618,0.0353,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,任务进行态隐式切换应使用更严格分数与 margin
11179,train,CORRECTION_ACTIVE:55454,CORRECTION_ACTIVE,地址不对，改成公司,COLLECTING,True,AFTERSALE.REFUND,AFTERSALE,refund_reason,0,RULE_KEYWORD,True,CORRECTION_VALUE,TEXT,False,True,META.CORRECTION,0.4422,AFTERSALE.REFUND,0.3895,0.0527,True,True,False,CORRECT_CURRENT,AFTERSALE.REFUND,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,纠正当前理解并继承有效槽位
11180,train,COLLECTING_SWITCH_EXPLICIT:63055,COLLECTING_SWITCH_EXPLICIT,另外，地址填错了,COLLECTING,True,PRODUCT.COMPARE,PRODUCT,product_ids,2,NONE,False,NONE,NONE,True,True,ORDER.CHANGE_ADDRESS,0.8603,PRODUCT.COMPARE,0.0552,0.8051,False,False,False,SWITCH_NEW,ORDER.CHANGE_ADDRESS,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,
11181,train,ABORT_BARE:32425,ABORT_BARE,不弄了,COLLECTING,True,ORDER.CHANGE_ADDRESS,ORDER,customer_phone_or_order_id,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.ABORT,0.3277,ORDER.CHANGE_ADDRESS,0.2402,0.0875,True,True,False,CANCEL_CURRENT,ORDER.CHANGE_ADDRESS,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,裸取消压倒当前操作
11182,train,CONFIRMING_CONFIRM:35207,CONFIRMING_CONFIRM,对,CONFIRMING,True,AFTERSALE.EXCHANGE,AFTERSALE,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,AFTERSALE.EXCHANGE,0.362,ORDER.CANCEL,0.2758,0.0862,True,True,False,CONFIRM_CURRENT,AFTERSALE.EXCHANGE,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
11183,train,COLLECTING_SWITCH_EXPLICIT:41113,COLLECTING_SWITCH_EXPLICIT,对了，我要投诉,COLLECTING,True,META.BOT_IDENTITY,META,customer_phone_or_order_id,1,NONE,False,NONE,NONE,True,True,AFTERSALE.COMPLAIN,0.8595,META.BOT_IDENTITY,0.0571,0.8024,False,False,False,SWITCH_NEW,AFTERSALE.COMPLAIN,AFTERSALE,L2,60,SYNTHETIC_SIMULATED,1.0,
11184,train,IDLE_CLEAR_INTENT:82022,IDLE_CLEAR_INTENT,我想问下什么时候发货,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,LOGISTICS.DELIVERY_TIME,0.837,ORDER.QUERY_STATUS,0.0114,0.8256,False,False,False,ACCEPT_NEW_INTENT,LOGISTICS.DELIVERY_TIME,LOGISTICS,L1,70,SYNTHETIC_SIMULATED,1.0,
11185,train,AMBIGUOUS_PAIR:76068,AMBIGUOUS_PAIR,这个价格有活动吗,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,PRODUCT.ASK_PRICE,0.6797,PROMOTION.ACTIVITY,0.6033,0.0764,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
11186,train,AMBIGUOUS_PAIR:55320,AMBIGUOUS_PAIR,货到哪了还没发,COLLECTING,True,PRODUCT.ASK_STOCK,PRODUCT,sku_attr,0,NONE,False,NONE,NONE,False,True,LOGISTICS.DELIVERY_TIME,0.5701,LOGISTICS.TRACK,0.5097,0.0604,True,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
11187,train,COLLECTING_SWITCH_EXPLICIT:34228,COLLECTING_SWITCH_EXPLICIT,先不说这个，我的券不能使用,COLLECTING,True,LOGISTICS.TRACK,LOGISTICS,customer_phone_or_order_id,1,NONE,False,NONE,NONE,True,True,PROMOTION.COUPON,0.8268,LOGISTICS.TRACK,0.1272,0.6996,False,False,False,SWITCH_NEW,PROMOTION.COUPON,PROMOTION,L1,70,SYNTHETIC_SIMULATED,1.0,
11188,train,COLLECTING_SWITCH_EXPLICIT:97575,COLLECTING_SWITCH_EXPLICIT,先不说这个，你是真人吗,COLLECTING,True,ORDER.CHANGE_ADDRESS,ORDER,new_address,2,NONE,False,NONE,NONE,True,True,META.BOT_IDENTITY,0.8269,ORDER.CHANGE_ADDRESS,0.0585,0.7684,False,False,False,SWITCH_NEW,META.BOT_IDENTITY,META,L0,90,SYNTHETIC_SIMULATED,1.0,
11189,train,COLLECTING_SLOT_PHRASED:71550,COLLECTING_SLOT_PHRASED,订单号 SO93847561,COLLECTING,True,AFTERSALE.RETURN,AFTERSALE,customer_phone_or_order_id,0,NONE,True,EXPLICIT_SLOT_NAME,ORDER_ID_OR_PHONE,False,True,ORDER.QUERY_STATUS,0.7708,AFTERSALE.RETURN,0.3073,0.4635,False,False,False,CONTINUE_CURRENT,AFTERSALE.RETURN,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
11190,test,IDLE_CLEAR_INTENT:50169,IDLE_CLEAR_INTENT,会员积分有什么规则,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,FAQ.GENERAL,0.8017,PRODUCT.ASK_INFO,0.058,0.7437,False,False,False,ACCEPT_NEW_INTENT,FAQ.GENERAL,FAQ,L0,80,SYNTHETIC_SIMULATED,1.0,
11191,train,COLLECTING_SLOT_PHRASED:18728,COLLECTING_SLOT_PHRASED,我的订单号是12345678,COLLECTING,True,ORDER.CANCEL,ORDER,customer_phone_or_order_id,0,NONE,True,EXPLICIT_SLOT_NAME,ORDER_ID_OR_PHONE,False,True,ORDER.QUERY_STATUS,0.8682,ORDER.CANCEL,0.3082,0.56,False,False,False,CONTINUE_CURRENT,ORDER.CANCEL,ORDER,L3,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
11192,test,TRANSFER_HUMAN:32299,TRANSFER_HUMAN,给我人工处理,COLLECTING,True,LOGISTICS.SHIPPING_FEE,LOGISTICS,,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.TRANSFER_HUMAN,0.9315,META.UNKNOWN,0.0867,0.8448,False,False,False,TRANSFER_HUMAN,META.TRANSFER_HUMAN,META,L0,30,SYNTHETIC_SIMULATED,1.0,
11193,train,ORDER_CANCEL_WITH_OBJECT:42158,ORDER_CANCEL_WITH_OBJECT,还没发货就取消吧,IDLE,False,,,customer_phone_or_order_id,0,RULE_KEYWORD,False,NONE,NONE,False,True,ORDER.CANCEL,0.9028,META.ABORT,0.0449,0.8579,False,False,False,ACCEPT_NEW_INTENT,ORDER.CANCEL,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,带订单宾语时不能判 META.ABORT
11194,train,COLLECTING_SWITCH_EXPLICIT:13828,COLLECTING_SWITCH_EXPLICIT,再帮我，你是谁呀,COLLECTING,True,LOGISTICS.TRACK,LOGISTICS,customer_phone_or_order_id,2,NONE,False,NONE,NONE,True,True,CHITCHAT.GENERAL,0.9006,LOGISTICS.TRACK,0.1955,0.7051,False,False,False,SWITCH_NEW,CHITCHAT.GENERAL,CHITCHAT,L0,90,SYNTHETIC_SIMULATED,1.0,
11195,train,COLLECTING_SLOT_PHRASED:54697,COLLECTING_SLOT_PHRASED,手机号是13688886666,COLLECTING,True,PAYMENT.INVOICE,PAYMENT,customer_phone_or_order_id,0,NONE,True,EXPLICIT_SLOT_NAME,ORDER_ID_OR_PHONE,False,True,PAYMENT.INVOICE,0.3263,ORDER.QUERY_STATUS,0.2353,0.091,True,True,False,CONTINUE_CURRENT,PAYMENT.INVOICE,PAYMENT,L3,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
11196,validation,MULTI_INTENT:61528,MULTI_INTENT,先查物流，如果还没发货就退款,COLLECTING,True,ORDER.CREATE,ORDER,,0,NONE,False,NONE,NONE,False,True,ORDER.QUERY_STATUS,0.7254,PRODUCT.ASK_INFO,0.6455,0.0799,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.0,多意图与条件任务先交分段/LLM，不由 meta 直接执行
11197,train,CONFIRMING_CONFIRM:58052,CONFIRMING_CONFIRM,是的,CONFIRMING,True,AFTERSALE.EXCHANGE,AFTERSALE,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,AFTERSALE.EXCHANGE,0.5212,AFTERSALE.REFUND,0.4782,0.043,True,True,False,CONFIRM_CURRENT,AFTERSALE.EXCHANGE,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
11198,train,AMBIGUOUS_PAIR:76068,AMBIGUOUS_PAIR,这个价格有活动吗,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,PROMOTION.ACTIVITY,0.6416,PRODUCT.ASK_PRICE,0.6124,0.0292,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
11199,train,AMBIGUOUS_PAIR:91802,AMBIGUOUS_PAIR,这个可以退吗,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,AFTERSALE.RETURN,0.5948,FAQ.GENERAL,0.5775,0.0173,True,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
11200,test,IDLE_CLEAR_INTENT:31067,IDLE_CLEAR_INTENT,辛苦了,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,CHITCHAT.THANKS,0.9289,PRODUCT.ASK_PRICE,0.1967,0.7322,False,False,False,ACCEPT_NEW_INTENT,CHITCHAT.THANKS,CHITCHAT,L0,90,SYNTHETIC_SIMULATED,1.0,
11201,train,COLLECTING_SLOT_PHRASED:24799,COLLECTING_SLOT_PHRASED,下单手机8899001122,COLLECTING,True,ORDER.CANCEL,ORDER,customer_phone_or_order_id,0,NONE,True,CONTEXTUAL_ANSWER,ORDER_ID_OR_PHONE,False,False,ORDER.QUERY_STATUS,0.7264,ORDER.CANCEL,0.083,0.6434,False,False,False,CONTINUE_CURRENT,ORDER.CANCEL,ORDER,L3,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
11202,train,MULTI_INTENT:85261,MULTI_INTENT,先看看库存，有货的话帮我下单,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,AFTERSALE.RETURN,0.5718,PROMOTION.COUPON,0.5086,0.0632,True,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.0,多意图与条件任务先交分段/LLM，不由 meta 直接执行
11203,train,CONFIRMING_DENY:88725,CONFIRMING_DENY,取消这次操作,CONFIRMING,True,PAYMENT.INVOICE,PAYMENT,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,PAYMENT.INVOICE,0.4391,FAQ.GENERAL,0.3885,0.0506,True,True,False,DENY_CURRENT,PAYMENT.INVOICE,PAYMENT,L3,60,SYNTHETIC_SIMULATED,1.0,否认当前确认门，不等于 ORDER.CANCEL
11204,train,CORRECTION_ACTIVE:27245,CORRECTION_ACTIVE,不是退款，是退货,COLLECTING,True,ORDER.CHANGE_ADDRESS,ORDER,customer_phone_or_order_id,0,RULE_KEYWORD,False,CORRECTION_VALUE,TEXT,False,True,META.CORRECTION,0.5497,ORDER.CHANGE_ADDRESS,0.4777,0.072,True,True,False,CORRECT_CURRENT,ORDER.CHANGE_ADDRESS,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,纠正当前理解并继承有效槽位
11205,train,COLLECTING_SLOT_PHRASED:29879,COLLECTING_SLOT_PHRASED,手机号是13688886666,COLLECTING,True,AFTERSALE.EXCHANGE,AFTERSALE,customer_phone_or_order_id,0,NONE,True,EXPLICIT_SLOT_NAME,ORDER_ID_OR_PHONE,False,True,ORDER.QUERY_STATUS,0.8255,AFTERSALE.EXCHANGE,0.3186,0.5069,False,False,False,CONTINUE_CURRENT,AFTERSALE.EXCHANGE,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
11206,train,ABORT_BARE:81140,ABORT_BARE,算了,EXECUTING,True,PAYMENT.INVOICE,PAYMENT,customer_phone_or_order_id,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.ABORT,0.4293,PAYMENT.INVOICE,0.3964,0.0329,True,True,False,CANCEL_CURRENT,PAYMENT.INVOICE,PAYMENT,L3,60,SYNTHETIC_SIMULATED,1.0,裸取消压倒当前操作
11207,validation,IDLE_CLEAR_INTENT:12459,IDLE_CLEAR_INTENT,这个型号还有货没,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,PRODUCT.ASK_STOCK,0.8638,ORDER.CREATE,0.1843,0.6795,False,False,False,ACCEPT_NEW_INTENT,PRODUCT.ASK_STOCK,PRODUCT,L0,70,SYNTHETIC_SIMULATED,1.0,
11208,train,COLLECTING_SWITCH_EXPLICIT:54840,COLLECTING_SWITCH_EXPLICIT,另外，这两款有什么区别,COLLECTING,True,LOGISTICS.TRACK,LOGISTICS,customer_phone_or_order_id,0,NONE,False,NONE,NONE,True,True,PRODUCT.COMPARE,0.852,LOGISTICS.TRACK,0.0693,0.7827,False,False,False,SWITCH_NEW,PRODUCT.COMPARE,PRODUCT,L0,70,SYNTHETIC_SIMULATED,1.0,
11209,validation,IDLE_CLEAR_INTENT:37768,IDLE_CLEAR_INTENT,请问这个型号还有货没,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,PRODUCT.ASK_STOCK,0.8519,ORDER.CREATE,0.0989,0.753,False,False,False,ACCEPT_NEW_INTENT,PRODUCT.ASK_STOCK,PRODUCT,L0,70,SYNTHETIC_SIMULATED,1.0,
11210,train,ORDER_CANCEL_WITH_OBJECT:49589,ORDER_CANCEL_WITH_OBJECT,帮我取消这单,IDLE,False,,,customer_phone_or_order_id,0,RULE_KEYWORD,False,NONE,NONE,False,True,ORDER.CANCEL,0.9309,META.ABORT,0.1154,0.8155,False,False,False,ACCEPT_NEW_INTENT,ORDER.CANCEL,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,带订单宾语时不能判 META.ABORT
11211,train,COLLECTING_SLOT_PHRASED:64049,COLLECTING_SLOT_PHRASED,订单号是A20260730188,COLLECTING,True,AFTERSALE.EXCHANGE,AFTERSALE,customer_phone_or_order_id,0,NONE,True,EXPLICIT_SLOT_NAME,ORDER_ID_OR_PHONE,False,True,AFTERSALE.EXCHANGE,0.4079,ORDER.QUERY_STATUS,0.2907,0.1172,True,False,False,CONTINUE_CURRENT,AFTERSALE.EXCHANGE,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
11212,train,MULTI_INTENT:36162,MULTI_INTENT,先查物流，如果还没发货就退款,COLLECTING,True,LOGISTICS.TRACK,LOGISTICS,,0,NONE,False,NONE,NONE,False,True,PRODUCT.ASK_STOCK,0.6795,PAYMENT.ISSUE,0.5876,0.0919,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.0,多意图与条件任务先交分段/LLM，不由 meta 直接执行
11213,train,CONFIRMING_CONFIRM:38498,CONFIRMING_CONFIRM,就这样,CONFIRMING,True,AFTERSALE.EXCHANGE,AFTERSALE,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,AFTERSALE.EXCHANGE,0.4241,ORDER.CANCEL,0.3946,0.0295,True,True,False,CONFIRM_CURRENT,AFTERSALE.EXCHANGE,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
11214,test,AMBIGUOUS_PAIR:75301,AMBIGUOUS_PAIR,退货政策是什么,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,FAQ.GENERAL,0.728,AFTERSALE.RETURN,0.7092,0.0188,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
11215,train,IDLE_CLEAR_INTENT:55666,IDLE_CLEAR_INTENT,这个故障怎么处理,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,AFTERSALE.REPAIR,0.8417,ORDER.CHANGE_ADDRESS,0.0567,0.785,False,False,False,ACCEPT_NEW_INTENT,AFTERSALE.REPAIR,AFTERSALE,L2,60,SYNTHETIC_SIMULATED,1.0,
11216,train,MULTI_INTENT:28874,MULTI_INTENT,查一下订单，顺便看看优惠券,COLLECTING,True,AFTERSALE.COMPLAIN,AFTERSALE,,0,NONE,False,NONE,NONE,True,True,ORDER.CHANGE_ADDRESS,0.7174,CHITCHAT.GENERAL,0.6271,0.0903,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.0,多意图与条件任务先交分段/LLM，不由 meta 直接执行
11217,test,CONFIRMING_CONFIRM:49219,CONFIRMING_CONFIRM,可以执行,CONFIRMING,True,ORDER.CANCEL,ORDER,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,ORDER.CANCEL,0.374,AFTERSALE.REFUND,0.2974,0.0766,True,True,False,CONFIRM_CURRENT,ORDER.CANCEL,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
11218,train,ABORT_BARE:46029,ABORT_BARE,不用了,CONFIRMING,True,AFTERSALE.REFUND,AFTERSALE,customer_phone_or_order_id,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.ABORT,0.4699,AFTERSALE.REFUND,0.3599,0.11,True,False,False,CANCEL_CURRENT,AFTERSALE.REFUND,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,裸取消压倒当前操作
11219,train,AMBIGUOUS_PAIR:31266,AMBIGUOUS_PAIR,发票怎么开,COLLECTING,True,PRODUCT.ASK_PRICE,PRODUCT,product_id,0,NONE,False,NONE,NONE,False,True,PAYMENT.INVOICE,0.7145,FAQ.GENERAL,0.6449,0.0696,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
11220,train,COLLECTING_SLOT_PHRASED:89672,COLLECTING_SLOT_PHRASED,下单手机18500001111,COLLECTING,True,PAYMENT.INVOICE,PAYMENT,customer_phone_or_order_id,0,NONE,True,CONTEXTUAL_ANSWER,ORDER_ID_OR_PHONE,False,False,ORDER.QUERY_STATUS,0.9385,PAYMENT.INVOICE,0.3139,0.6246,False,False,False,CONTINUE_CURRENT,PAYMENT.INVOICE,PAYMENT,L3,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
11221,train,AMBIGUOUS_PAIR:76068,AMBIGUOUS_PAIR,这个价格有活动吗,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,PROMOTION.ACTIVITY,0.6954,PRODUCT.ASK_PRICE,0.6579,0.0375,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
11222,train,COLLECTING_SLOT_PHRASED:31496,COLLECTING_SLOT_PHRASED,是13800138000,COLLECTING,True,AFTERSALE.RETURN,AFTERSALE,customer_phone_or_order_id,0,NONE,True,CONTEXTUAL_ANSWER,ORDER_ID_OR_PHONE,False,False,AFTERSALE.RETURN,0.5353,ORDER.QUERY_STATUS,0.4586,0.0767,True,True,False,CONTINUE_CURRENT,AFTERSALE.RETURN,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
11223,train,MULTI_INTENT:23660,MULTI_INTENT,我要退货，还要投诉客服,COLLECTING,True,PRODUCT.COMPARE,PRODUCT,,0,NONE,False,NONE,NONE,False,True,LOGISTICS.TRACK,0.7652,PAYMENT.INVOICE,0.6865,0.0787,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.0,多意图与条件任务先交分段/LLM，不由 meta 直接执行
11224,train,COLLECTING_SWITCH_EXPLICIT:64705,COLLECTING_SWITCH_EXPLICIT,再帮我，帮我走退款,COLLECTING,True,ORDER.CHANGE_ADDRESS,ORDER,customer_phone_or_order_id,2,NONE,False,NONE,NONE,True,True,AFTERSALE.REFUND,0.9417,ORDER.CHANGE_ADDRESS,0.1272,0.8145,False,False,False,SWITCH_NEW,AFTERSALE.REFUND,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,
11225,train,MULTI_INTENT:44225,MULTI_INTENT,帮我改地址，另外开一张发票,IDLE,False,,,,0,NONE,False,NONE,NONE,True,True,AFTERSALE.RETURN,0.5611,PRODUCT.ASK_PRICE,0.5429,0.0182,True,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.0,多意图与条件任务先交分段/LLM，不由 meta 直接执行
11226,test,CORRECTION_ACTIVE:56692,CORRECTION_ACTIVE,订单号说错了，是87654321,COLLECTING,True,PRODUCT.ASK_INFO,PRODUCT,attr_type,0,RULE_KEYWORD,True,CORRECTION_VALUE,TEXT,False,True,META.CORRECTION,0.4867,PRODUCT.ASK_INFO,0.4112,0.0755,True,True,False,CORRECT_CURRENT,PRODUCT.ASK_INFO,PRODUCT,L0,70,SYNTHETIC_SIMULATED,1.0,纠正当前理解并继承有效槽位
11227,train,CONFIRMING_CONFIRM:72505,CONFIRMING_CONFIRM,没问题,CONFIRMING,True,ORDER.CHANGE_ADDRESS,ORDER,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,ORDER.CHANGE_ADDRESS,0.4893,PAYMENT.INVOICE,0.4177,0.0716,True,True,False,CONFIRM_CURRENT,ORDER.CHANGE_ADDRESS,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
11228,test,CONFIRMING_BUSINESS_SWITCH:93127,CONFIRMING_BUSINESS_SWITCH,暂时不要，七天无理由是什么意思,CONFIRMING,True,AFTERSALE.REFUND,AFTERSALE,,2,NONE,False,NONE,NONE,True,True,FAQ.GENERAL,0.7983,AFTERSALE.REFUND,0.1707,0.6276,False,False,False,SWITCH_NEW,FAQ.GENERAL,FAQ,L0,80,SYNTHETIC_SIMULATED,1.5,
11229,train,CORRECTION_ACTIVE:36902,CORRECTION_ACTIVE,不是退款，是退货,COLLECTING,True,PRODUCT.ASK_INFO,PRODUCT,product_id,0,RULE_KEYWORD,False,CORRECTION_VALUE,TEXT,False,True,META.CORRECTION,0.5684,PRODUCT.ASK_INFO,0.5403,0.0281,True,True,False,CORRECT_CURRENT,PRODUCT.ASK_INFO,PRODUCT,L0,70,SYNTHETIC_SIMULATED,1.0,纠正当前理解并继承有效槽位
11230,train,ABORT_BARE:39424,ABORT_BARE,没事了,EXECUTING,True,PAYMENT.INVOICE,PAYMENT,customer_phone_or_order_id,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.ABORT,0.4146,PAYMENT.INVOICE,0.3343,0.0803,True,True,False,CANCEL_CURRENT,PAYMENT.INVOICE,PAYMENT,L3,60,SYNTHETIC_SIMULATED,1.0,裸取消压倒当前操作
11231,validation,AMBIGUOUS_PAIR:89365,AMBIGUOUS_PAIR,订单怎么还没到,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,LOGISTICS.DELIVERY_TIME,0.6951,ORDER.QUERY_STATUS,0.6038,0.0913,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
